clay_pct,confidence,country,decision_source,field_hectares_for_land_estimate,frost_risk,hard_violations,humidity_pct,land_buyout_eur_per_ha,land_buyout_field_eur,land_monthly_rent_eur,land_price_matched_region,land_value_data_year,lat,llm_rating,llm_reasoning,llm_score,lon,mean_temp_c,missing_features,nuts_region,open_meteo_history_comparison_lines,open_meteo_history_end_date,open_meteo_history_endpoint,open_meteo_history_error,open_meteo_history_features,open_meteo_history_ok,open_meteo_history_start_date,open_meteo_history_validation_text,open_meteo_history_vs_run_grade,point_id,rainfall_mm,risk_index,risk_level,risk_summary,rules_reasoning,score,score_band,soil_error,soil_ok,soil_organic_carbon_gkg,soil_ph,temp_std_c,weather_error,weather_ok,weather_stress_ratio,wind_speed_10m_kmh
18.4,0.817,Belgium,rules,10.0,0.0,"[""mean_temp_c""]",68.242,,,,,,50.407452,,,,4.886035,9.873,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",Prov. Namur,"[""mean_temp_c: run 9.9 \u00b0C vs archive 11.8 \u00b0C (\u0394 1.9)"", ""rainfall_mm: run 419 mm/yr eq. vs archive 940 mm/yr eq. (rel \u0394 55%)"", ""humidity_pct: run 68% vs archive 80% (\u0394 12)"", ""frost_risk: run 0.000 vs archive 0.040 (\u0394 0.040)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 11.814, ""temp_std_c"": 6.73, ""frost_risk"": 0.04, ""rainfall_mm"": 939.575, ""humidity_pct"": 79.898, ""wind_speed_10m_kmh"": 13.966, ""weather_stress_ratio"": 0.001}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 9.9 °C vs archive 11.8 °C (Δ 1.9) rainfall_mm: run 419 mm/yr eq. vs archive 940 mm/yr eq. (rel Δ 55%) humidity_pct: run 68% vs archive 80% (Δ 12) frost_risk: run 0.000 vs archive 0.040 (Δ 0.040),mostly_aligned,P012,418.655,0.16,low,balanced climate and stress indicators,,63.384,good,,True,15.08,6.48,4.496,,True,0.0,10.558
18.4,0.817,Belgium,rules,10.0,0.0,"[""mean_temp_c""]",67.504,,,,,,50.281726,,,,4.393646,9.958,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",Prov. Namur,"[""mean_temp_c: run 10.0 \u00b0C vs archive 10.9 \u00b0C (\u0394 1.0)"", ""rainfall_mm: run 454 mm/yr eq. vs archive 973 mm/yr eq. (rel \u0394 53%)"", ""humidity_pct: run 68% vs archive 80% (\u0394 13)"", ""frost_risk: run 0.000 vs archive 0.053 (\u0394 0.053)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 10.915, ""temp_std_c"": 6.697, ""frost_risk"": 0.053, ""rainfall_mm"": 973.011, ""humidity_pct"": 80.464, ""wind_speed_10m_kmh"": 14.306, ""weather_stress_ratio"": 0.001}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 10.0 °C vs archive 10.9 °C (Δ 1.0) rainfall_mm: run 454 mm/yr eq. vs archive 973 mm/yr eq. (rel Δ 53%) humidity_pct: run 68% vs archive 80% (Δ 13) frost_risk: run 0.000 vs archive 0.053 (Δ 0.053),review,P013,453.695,0.165,low,balanced climate and stress indicators,,63.384,good,,True,15.08,6.48,4.366,,True,0.0,11.367
18.4,0.817,Belgium,rules,10.0,0.0,"[""mean_temp_c""]",68.208,,,,,,50.207965,,,,4.804421,9.596,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",Prov. Namur,"[""mean_temp_c: run 9.6 \u00b0C vs archive 10.8 \u00b0C (\u0394 1.2)"", ""rainfall_mm: run 320 mm/yr eq. vs archive 931 mm/yr eq. (rel \u0394 66%)"", ""humidity_pct: run 68% vs archive 81% (\u0394 13)"", ""frost_risk: run 0.000 vs archive 0.057 (\u0394 0.057)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 10.78, ""temp_std_c"": 6.739, ""frost_risk"": 0.057, ""rainfall_mm"": 930.917, ""humidity_pct"": 81.076, ""wind_speed_10m_kmh"": 13.508, ""weather_stress_ratio"": 0.001}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 9.6 °C vs archive 10.8 °C (Δ 1.2) rainfall_mm: run 320 mm/yr eq. vs archive 931 mm/yr eq. (rel Δ 66%) humidity_pct: run 68% vs archive 81% (Δ 13) frost_risk: run 0.000 vs archive 0.057 (Δ 0.057),review,P014,320.105,0.158,low,balanced climate and stress indicators,,63.384,good,,True,15.08,6.48,4.574,,True,0.0,10.204
18.4,0.817,Belgium,rules,10.0,0.0,"[""mean_temp_c""]",67.129,,,,,,50.302457,,,,4.664793,9.752,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",Prov. Namur,"[""mean_temp_c: run 9.8 \u00b0C vs archive 10.7 \u00b0C (\u0394 1.0)"", ""rainfall_mm: run 366 mm/yr eq. vs archive 960 mm/yr eq. (rel \u0394 62%)"", ""humidity_pct: run 67% vs archive 81% (\u0394 14)"", ""frost_risk: run 0.000 vs archive 0.056 (\u0394 0.056)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 10.716, ""temp_std_c"": 6.676, ""frost_risk"": 0.056, ""rainfall_mm"": 960.356, ""humidity_pct"": 81.179, ""wind_speed_10m_kmh"": 14.302, ""weather_stress_ratio"": 0.002}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 9.8 °C vs archive 10.7 °C (Δ 1.0) rainfall_mm: run 366 mm/yr eq. vs archive 960 mm/yr eq. (rel Δ 62%) humidity_pct: run 67% vs archive 81% (Δ 14) frost_risk: run 0.000 vs archive 0.056 (Δ 0.056),review,P015,366.095,0.164,low,balanced climate and stress indicators,,63.384,good,,True,15.08,6.48,4.375,,True,0.0,11.125
22.9,0.817,Belgium,rules,10.0,0.0,"[""mean_temp_c""]",67.737,,,,,,50.040969,,,,4.491486,9.728,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",Prov. Namur,"[""mean_temp_c: run 9.7 \u00b0C vs archive 10.6 \u00b0C (\u0394 0.9)"", ""rainfall_mm: run 276 mm/yr eq. vs archive 1031 mm/yr eq. (rel \u0394 73%)"", ""humidity_pct: run 68% vs archive 81% (\u0394 13)"", ""frost_risk: run 0.000 vs archive 0.060 (\u0394 0.060)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 10.626, ""temp_std_c"": 6.739, ""frost_risk"": 0.06, ""rainfall_mm"": 1031.158, ""humidity_pct"": 80.857, ""wind_speed_10m_kmh"": 14.248, ""weather_stress_ratio"": 0.001}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 9.7 °C vs archive 10.6 °C (Δ 0.9) rainfall_mm: run 276 mm/yr eq. vs archive 1031 mm/yr eq. (rel Δ 73%) humidity_pct: run 68% vs archive 81% (Δ 13) frost_risk: run 0.000 vs archive 0.060 (Δ 0.060),review,P016,276.305,0.162,low,balanced climate and stress indicators,,63.384,good,,True,16.646,8.02,4.45,,True,0.0,10.812
18.4,0.817,Belgium,rules,10.0,0.0,"[""mean_temp_c""]",67.808,,,,,,50.515199,,,,4.84248,9.919,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",Prov. Namur,"[""mean_temp_c: run 9.9 \u00b0C vs archive 11.3 \u00b0C (\u0394 1.4)"", ""rainfall_mm: run 489 mm/yr eq. vs archive 905 mm/yr eq. (rel \u0394 46%)"", ""humidity_pct: run 68% vs archive 79% (\u0394 12)"", ""frost_risk: run 0.000 vs archive 0.050 (\u0394 0.050)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 11.28, ""temp_std_c"": 6.771, ""frost_risk"": 0.05, ""rainfall_mm"": 904.641, ""humidity_pct"": 79.333, ""wind_speed_10m_kmh"": 13.785, ""weather_stress_ratio"": 0.001}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 9.9 °C vs archive 11.3 °C (Δ 1.4) rainfall_mm: run 489 mm/yr eq. vs archive 905 mm/yr eq. (rel Δ 46%) humidity_pct: run 68% vs archive 79% (Δ 12) frost_risk: run 0.000 vs archive 0.050 (Δ 0.050),mostly_aligned,P017,488.735,0.162,low,balanced climate and stress indicators,,63.384,good,,True,15.08,6.48,4.409,,True,0.0,10.863
18.4,0.817,Belgium,rules,10.0,0.0,"[""mean_temp_c""]",67.787,,,,,,50.536814,,,,5.00687,9.872,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",Prov. Namur,"[""mean_temp_c: run 9.9 \u00b0C vs archive 11.2 \u00b0C (\u0394 1.4)"", ""rainfall_mm: run 402 mm/yr eq. vs archive 896 mm/yr eq. (rel \u0394 55%)"", ""humidity_pct: run 68% vs archive 79% (\u0394 12)"", ""frost_risk: run 0.000 vs archive 0.051 (\u0394 0.051)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 11.244, ""temp_std_c"": 6.789, ""frost_risk"": 0.051, ""rainfall_mm"": 896.015, ""humidity_pct"": 79.442, ""wind_speed_10m_kmh"": 14.124, ""weather_stress_ratio"": 0.001}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 9.9 °C vs archive 11.2 °C (Δ 1.4) rainfall_mm: run 402 mm/yr eq. vs archive 896 mm/yr eq. (rel Δ 55%) humidity_pct: run 68% vs archive 79% (Δ 12) frost_risk: run 0.000 vs archive 0.051 (Δ 0.051),mostly_aligned,P018,401.5,0.162,low,balanced climate and stress indicators,,63.384,good,,True,15.08,6.48,4.379,,True,0.0,10.904
22.9,0.817,Belgium,rules,10.0,0.0,"[""mean_temp_c""]",68.383,,,,,,50.125778,,,,4.892638,9.61,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",Prov. Namur,"[""mean_temp_c: run 9.6 \u00b0C vs archive 11.1 \u00b0C (\u0394 1.5)"", ""rainfall_mm: run 278 mm/yr eq. vs archive 914 mm/yr eq. (rel \u0394 70%)"", ""humidity_pct: run 68% vs archive 80% (\u0394 11)"", ""frost_risk: run 0.000 vs archive 0.054 (\u0394 0.054)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 11.091, ""temp_std_c"": 6.872, ""frost_risk"": 0.054, ""rainfall_mm"": 914.398, ""humidity_pct"": 79.504, ""wind_speed_10m_kmh"": 12.722, ""weather_stress_ratio"": 0.001}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 9.6 °C vs archive 11.1 °C (Δ 1.5) rainfall_mm: run 278 mm/yr eq. vs archive 914 mm/yr eq. (rel Δ 70%) humidity_pct: run 68% vs archive 80% (Δ 11) frost_risk: run 0.000 vs archive 0.054 (Δ 0.054),mostly_aligned,P019,278.13,0.158,low,balanced climate and stress indicators,,63.384,good,,True,16.646,8.02,4.633,,True,0.0,10.158
18.4,0.817,Belgium,rules,10.0,0.0,"[""mean_temp_c""]",66.733,,,,,,50.437234,,,,5.107143,9.623,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",Prov. Namur,"[""mean_temp_c: run 9.6 \u00b0C vs archive 10.9 \u00b0C (\u0394 1.3)"", ""rainfall_mm: run 384 mm/yr eq. vs archive 990 mm/yr eq. (rel \u0394 61%)"", ""humidity_pct: run 67% vs archive 80% (\u0394 13)"", ""frost_risk: run 0.000 vs archive 0.055 (\u0394 0.055)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 10.897, ""temp_std_c"": 6.729, ""frost_risk"": 0.055, ""rainfall_mm"": 990.429, ""humidity_pct"": 80.217, ""wind_speed_10m_kmh"": 14.666, ""weather_stress_ratio"": 0.002}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 9.6 °C vs archive 10.9 °C (Δ 1.3) rainfall_mm: run 384 mm/yr eq. vs archive 990 mm/yr eq. (rel Δ 61%) humidity_pct: run 67% vs archive 80% (Δ 13) frost_risk: run 0.000 vs archive 0.055 (Δ 0.055),review,P020,384.345,0.161,low,balanced climate and stress indicators,,63.384,good,,True,15.08,6.48,4.413,,True,0.0,10.733
18.4,0.817,Belgium,llm,10.0,0.0,"[""mean_temp_c""]",67.721,,,,,,50.539307,poor,"This location is poorly suited for tobacco cultivation. The strongest positive factors are the ideal soil pH (6.48) and zero frost risk. However, the mean annual temperature (9.948°C) is critically low, severely limiting growth and yield potential for this warm-season crop. Annual rainfall (523.775 mm) is also significantly insufficient, necessitating extensive irrigation. Operational risks include extremely slow growth and poor leaf quality due to cold, and high irrigation costs. Mitigation would require greenhouses and substantial water infrastructure, making commercial viability highly questionable.",15.0,4.818281,9.948,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",Prov. Namur,"[""mean_temp_c: run 9.9 \u00b0C vs archive 11.3 \u00b0C (\u0394 1.3)"", ""rainfall_mm: run 524 mm/yr eq. vs archive 905 mm/yr eq. (rel \u0394 42%)"", ""humidity_pct: run 68% vs archive 79% (\u0394 12)"", ""frost_risk: run 0.000 vs archive 0.050 (\u0394 0.050)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 11.28, ""temp_std_c"": 6.771, ""frost_risk"": 0.05, ""rainfall_mm"": 904.641, ""humidity_pct"": 79.333, ""wind_speed_10m_kmh"": 13.785, ""weather_stress_ratio"": 0.001}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 9.9 °C vs archive 11.3 °C (Δ 1.3) rainfall_mm: run 524 mm/yr eq. vs archive 905 mm/yr eq. (rel Δ 42%) humidity_pct: run 68% vs archive 79% (Δ 12) frost_risk: run 0.000 vs archive 0.050 (Δ 0.050),mostly_aligned,P001,523.775,0.163,low,balanced climate and stress indicators,,15.0,poor,,True,15.08,6.48,4.344,,True,0.0,11.108
